Date,Return,(#) Ease of Coding,(#) Journalist Confidence,Clarity,Number of Coders,Article Title,Newspaper,Article Link/Location,Commodities,Corporate,Elections,Exrate,Foreign,Govspend,Trade,Macro,Monetary,Noart,Other,Otherpol,Reg,Sovmil,Taxes,Terror,Unknown,Policy,Year,Month,Day
4/7/1937,-0.0313,2.000,2.000,-0.395,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0.75,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,1937,4,7
3/22/1937,-0.0277,3.000,2.500,0.379,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,3,22
10/26/1936,-0.0272,2.000,1.000,-0.538,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1936,10,26
8/21/1936,-0.0309,2.500,2.000,0.441,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,1,1936,8,21
4/29/1936,-0.0293,2.000,2.000,-0.852,2,Security Markets Of World Suffer General Declines: Weakness Shown in ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1936,4,29
4/27/1936,-0.0388,2.000,1.000,-1.850,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1936,4,27
4/23/1936,-0.0300,3.000,2.500,0.230,2,Abreast of the Market By ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,1936,4,23
3/14/1936,0.0268,2.500,2.500,1.270,2,World Markets: Chart Shows General Rise in Security Prices on LeadingExchangesCOMMODI By CLINTON R. HARROWER,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.875,0,0,0,0.875,1936,3,14
3/12/1936,-0.0292,2.000,2.000,0.366,2,What's News--: Stocks Sharply Lower--World Markets--Business ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.625,0,0,0,0.625,1936,3,12
3/9/1936,-0.0322,2.000,1.000,-1.188,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1936,3,9
2/27/1936,0.0255,1.500,1.500,-1.541,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,2,27
12/3/1935,0.0283,3.000,3.000,0.285,2,Leading Markets Of World Join In Broad Advance: Ethiopian Peace Talks ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1935,12,3
10/2/1935,-0.0337,2.500,3.000,1.270,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.75,0,0,0,0.75,1935,10,2
9/20/1935,-0.0279,3.000,2.500,1.498,2,What's News--: Highlights From the Week's Record of Economic and ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1935,9,20
8/27/1935,-0.0299,2.000,1.000,-1.490,2,Abreast of the Market BY ROBERT LAFFAN,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1935,8,27
8/19/1935,-0.0257,2.500,3.000,0.574,2,"What's News: Stocks, Bonds, Commodities Sell Lower Congress Finishes ...",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.875,0,0,0,0,1,1935,8,19
6/4/1935,0.0262,2.000,1.000,-0.831,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.875,0,0,0,0,0.875,1935,6,4
5/8/1935,0.0277,2.000,1.000,-0.426,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1935,5,8
3/5/1935,-0.0307,2.000,3.000,-0.891,2,"Sterling and Lire Under Pressure, React On Stocks: Italian Currency ...",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.875,0,0,0,1,1935,3,5
2/18/1935,0.0350,2.500,2.500,0.624,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0.875,0,0,0,0.125,0,0,0,0,1,1935,2,18
12/28/1934,0.0367,2.000,2.000,-0.810,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1934,12,28
10/10/1934,0.0283,3.000,3.000,0.630,2,COTTON RALLIES AFTER EARLY DIP: WASHINGTON REPORT THAT HIGHER PRICE,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1934,10,10
10/1/1934,-0.0322,2.500,2.500,-0.651,2,What's News: Brief Highlights in the Day's Record of Economic and ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.875,1934,10,1
9/25/1934,0.0282,2.500,3.000,-0.945,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.75,0,0,0.25,0,0,0,0,0,0,0,0,1,1934,9,25
9/19/1934,0.0276,2.000,1.000,-0.883,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0,0,0.375,0,0,0,0,0,0.5,0,1934,9,19
9/14/1934,-0.0299,2.500,3.000,0.074,2,"STOCKS REFLECT ADVERSE NEWS: UTILITY SHARES AT NEW LOW STRIKE, ...",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.25,1934,9,14
8/21/1934,0.0253,1.500,2.000,-0.654,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0,0,0.125,0,0,0,0.75,0,0,0,0,0,0.75,1934,8,21
8/13/1934,0.0261,3.000,3.000,-0.933,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0,0,0,0.75,0,0,0,0.125,0,0,0,0,0.875,1934,8,13
8/9/1934,0.0346,3.000,3.000,0.947,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0.875,1934,8,9
8/1/1934,0.0302,3.000,3.000,0.364,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,8,1
7/27/1934,0.0284,2.500,2.500,-0.459,2,STREET STUDIES FALL OUTLOOK: GOVERNMENT SPENDING TO BE MAJOR FACTOR ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,0,0,0,0.125,1934,7,27
7/26/1934,-0.0797,2.000,2.000,0.051,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0,0,0.375,0,0,0,0.125,0.375,0,0.125,1934,7,26
7/23/1934,-0.0373,2.000,1.000,-0.810,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.875,0,0,0,0.125,0,0,0,0,0,0.125,1934,7,23
7/20/1934,-0.0281,2.000,2.500,-0.890,2,STRIKE FACTOR IN MARKET DIP: STOCKS RESISTED BAD NEWS TILL NEAR END ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.375,0.375,0,0.125,0.125,0,0,0,0,0,0.5,1934,7,20
6/8/1934,0.0472,2.500,2.500,-0.157,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.375,0,0,0.125,0,0.5,0,0,0,0,0.5,1934,6,8
5/17/1934,0.0428,2.500,3.000,0.473,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0.125,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,1934,5,17
5/7/1934,-0.0349,2.000,1.000,-1.843,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1934,5,7
3/27/1934,-0.0268,3.000,3.000,1.679,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1934,3,27
3/7/1934,-0.0258,1.000,2.500,0.256,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0.75,0,0,0,0,0.875,1934,3,7
3/2/1934,0.0333,2.500,2.500,-0.106,2,LONDON STOCKS BUOYANT: STIMULATED BY WALL STREET RISE AND ROOSEVEL,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1934,3,2
2/23/1934,-0.0270,2.500,2.500,0.199,2,"DIP IN TRADE UPSETS STOCKS: STORMY WEATHER, LABOR TROUBLE CWA ...",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.375,0,0.5,0,0,0,0,0.125,0,0,0,0,0.5,1934,2,23
2/9/1934,-0.0277,3.000,3.000,1.679,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1934,2,9
2/7/1934,-0.0314,1.000,1.000,-1.315,2,PRESIDENT BACKS EXCHANGE BILL: SUGGESTS CHANGES MEASURE SLATED FOR,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1934,2,7
2/1/1934,0.0264,3.000,3.000,0.742,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.125,0.875,0,0,0,0,0,0,0,0,0.875,1934,2,1
1/19/1934,0.0285,2.500,3.000,0.305,2,RAILS IN LEAD OF SHARE RISE: PROSPECT OF DOLLAR STABILIZATION A ...,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,1934,1,19
1/15/1934,0.0586,3.000,3.000,0.693,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.125,0,0.125,0.75,0,0,0,0,0,0,0,0,0.875,1934,1,15
1/10/1934,0.0272,2.500,3.000,0.432,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.625,0,0.375,0,0,0,0,0,0,0,0,0,0.625,1934,1,10
12/28/1933,0.0308,3.000,3.000,-0.197,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,1933,12,28
12/22/1933,0.0328,2.500,3.000,0.461,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0.875,1933,12,22
12/5/1933,0.0309,2.500,3.000,1.114,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,1933,12,5
11/27/1933,-0.0359,2.000,2.500,-0.456,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1933,11,27
11/20/1933,0.0296,2.000,3.000,-0.370,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,1933,11,20
11/16/1933,0.0475,2.000,1.500,-0.607,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1933,11,16
11/8/1933,0.0369,2.500,2.500,-0.205,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1933,11,8
11/3/1933,0.0350,3.000,3.000,-0.277,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.5,0,0,0,0.375,0,0,0.125,0,0,0.5,1933,11,3
10/30/1933,-0.0389,2.500,2.500,-0.034,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1933,10,30
10/25/1933,0.0264,2.500,3.000,-0.193,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,1933,10,25
10/24/1933,0.0431,2.500,3.000,0.571,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.875,0,0,0.125,0,0,0,0,0,0,0,0,1,1933,10,24
10/23/1933,0.0531,2.000,3.000,-0.103,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,1933,10,23
10/21/1933,-0.0329,2.000,1.000,-0.693,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1933,10,21
10/20/1933,0.0301,2.500,3.000,0.485,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.625,0,0,0,0.375,0,0,0,0,0,0.375,1933,10,20
10/19/1933,-0.0517,2.500,1.500,-1.459,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.125,0,0.875,0,0,0,0,0,0,0,0,0,0.125,1933,10,19
10/18/1933,-0.0472,2.500,2.500,-0.094,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1933,10,18
10/17/1933,0.0334,3.000,3.000,1.114,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0.75,0,0.125,0,0,0,0,0,0,0,0,0,0.75,1933,10,17
10/16/1933,-0.0693,1.500,2.500,-0.644,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0.125,0,0,0,0.875,0,0,0,0,0,0,0,0,0.875,1933,10,16
10/13/1933,-0.0390,1.500,3.000,0.045,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1933,10,13
10/4/1933,0.0643,3.000,3.000,0.243,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0.75,1933,10,4
9/27/1933,-0.0429,3.000,2.000,-0.708,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.25,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,1933,9,27
9/21/1933,-0.0638,2.500,2.500,-0.482,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0.375,0,0,0.5,0.125,0,0,0,0,1,1933,9,21
9/20/1933,-0.0327,2.000,2.000,-0.803,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.875,0,0,0,0,0,0,0.125,0,0,0,0,1,1933,9,20
9/16/1933,0.0262,2.000,2.500,-0.961,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.125,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0.875,1933,9,16
9/15/1933,-0.0285,1.500,2.500,-0.939,2,STOCKS RESIST MOVE FOR RISE: INFLATION TALK FAILS TO AID BULLS --STEEL DE,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.375,0,0.625,0,0,0,0,0,0,0,0,0,0.375,1933,9,15
9/11/1933,0.0440,1.500,2.500,-0.073,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.75,1933,9,11
9/5/1933,-0.0365,2.000,3.000,-0.184,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1933,9,5
8/25/1933,0.0378,2.500,3.000,1.048,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0.125,0.125,0.75,0,0,0,0,0,0,0,0,0.875,1933,8,25
8/17/1933,0.0563,2.000,2.500,1.208,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.875,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,1933,8,17
8/16/1933,-0.0268,2.500,2.500,1.143,2,Abreast of the Market: Market Diary,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1933,8,16
8/9/1933,0.0411,2.500,2.000,-0.466,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.875,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,1933,8,9
8/8/1933,0.0343,2.500,3.000,0.342,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,1933,8,8
8/1/1933,0.0306,2.000,1.500,-1.372,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.875,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125,1933,8,1
7/31/1933,-0.0469,2.000,3.000,-0.060,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,0,0,0,1,1933,7,31
7/24/1933,0.0804,2.500,2.000,-1.231,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1933,7,24
7/21/1933,-0.0899,1.500,1.500,-1.351,2,Abreast of the Market: Loss of Surcharges in Prospect,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.75,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,1933,7,21
7/20/1933,-0.0890,2.000,2.500,-0.117,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.75,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.25,1933,7,20
7/19/1933,-0.0479,1.500,1.500,-0.501,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.625,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,1933,7,19
7/6/1933,0.0277,2.500,3.000,1.101,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.25,1933,7,6
7/3/1933,0.0418,3.000,3.000,0.732,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.75,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.875,1933,7,3
7/1/1933,0.0257,2.000,3.000,0.365,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.75,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.875,1933,7,1
6/26/1933,0.0259,3.000,3.000,1.159,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.75,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,1933,6,26
6/23/1933,0.0331,2.500,1.500,-0.002,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1933,6,23
6/22/1933,-0.0334,3.000,3.000,1.107,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1933,6,22
6/19/1933,0.0723,2.000,3.000,0.661,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.375,0,0,0,0.125,0.5,0,0,0,0,0,0,0,0,0.875,1933,6,19
6/15/1933,-0.0692,2.000,2.500,0.225,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1933,6,15
6/13/1933,-0.0280,1.500,3.000,-0.186,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.125,0,0.5,0,0.375,0,0,0,0,0,0,0,0,0,0.625,1933,6,13
6/12/1933,0.0383,2.500,3.000,0.714,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0.375,0,0,0,0.25,0,0,0,0.375,0,0,0,0,0,0.75,1933,6,12
6/3/1933,-0.0270,1.000,1.000,-1.999,2,"GAINS IN WEEK: BANK, INSURANCE STOCKS MIXED ON SATURDAY MOST SECTION",Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1933,6,3
6/2/1933,0.0387,3.000,3.000,0.745,2,Abreast of the Market,Wall Street Journal,https://www.dropbox.com/s/sgq7t10c6dboiwc/WSJ_final.zip?dl=0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1933,6,2
